品牌名称,生成时间,人群包名称,逻辑单元数
Olay,2019-03-11,0228-0309非店活跃PLxX加购,2
Olay,2019-03-11,0228-0309非店非活PLxX加购,2
阿迪达斯,2019-03-11,0308【辅】旗店深A行为,6
阿迪达斯,2019-03-11,0308【辅】旗舰店A行为,8
阿迪达斯,2019-03-11,0308【辅】旗舰店I行为,3
阿迪达斯,2019-03-11,0308【辅】超级用户,4
阿迪达斯,2019-03-11,0308【辅】活跃ZDY,17
阿迪达斯,2019-03-11,0303-0308【辅】进店ZDY,3
阿迪达斯,2019-03-11,0302-0308非店AxX曝光,2
阿迪达斯,2019-03-11,0302-0308深度AxX曝光,2
阿迪达斯,2019-03-11,0302-0308浅度AxX曝光,2
阿迪达斯,2019-03-11,0302-0308非店IxX曝光,2
阿迪达斯,2019-03-11,0302-0308超级IxX曝光,3
阿迪达斯,2019-03-11,0302-0308深度IxX曝光,2
阿迪达斯,2019-03-11,0302-0308浅度IxX曝光,2
阿迪达斯,2019-03-11,0302-0308旗店活跃PLxX曝光,2
阿迪达斯,2019-03-11,0302-0308旗店非活PLxX曝光,2
阿迪达斯,2019-03-11,0302-0308非店活跃PLxX曝光,2
阿迪达斯,2019-03-11,0302-0308非店非活PLxX曝光,2
阿迪达斯,2019-03-11,0302-0308非店AxX收藏,2
阿迪达斯,2019-03-11,0302-0308深度AxX收藏,2
阿迪达斯,2019-03-11,0302-0308浅度AxX收藏,2
阿迪达斯,2019-03-11,0302-0308非店IxX收藏,2
阿迪达斯,2019-03-11,0302-0308超级IxX收藏,3
阿迪达斯,2019-03-11,0302-0308深度IxX收藏,2
阿迪达斯,2019-03-11,0302-0308浅度IxX收藏,2
阿迪达斯,2019-03-11,0302-0308旗店活跃PLxX收藏,2
阿迪达斯,2019-03-11,0302-0308旗店非活PLxX收藏,2
阿迪达斯,2019-03-11,0302-0308非店活跃PLxX收藏,2
阿迪达斯,2019-03-11,0302-0308非店非活PLxX收藏,2
阿迪达斯,2019-03-11,0302-0308非店AxX加购,2
阿迪达斯,2019-03-11,0302-0308深度AxX加购,2
阿迪达斯,2019-03-11,0302-0308非店AxX加购,2
阿迪达斯,2019-03-11,0302-0308深度AxX加购,2
阿迪达斯,2019-03-11,0302-0308浅度AxX加购,2
阿迪达斯,2019-03-11,0302-0308非店AxX加购,2
阿迪达斯,2019-03-11,0302-0308深度AxX加购,2
阿迪达斯,2019-03-11,0302-0308浅度AxX加购,2
阿迪达斯,2019-03-11,0302-0308非店IxX加购,2
阿迪达斯,2019-03-11,0302-0308超级IxX加购,3
阿迪达斯,2019-03-11,0302-0308深度IxX加购,2
阿迪达斯,2019-03-11,0302-0308浅度IxX加购,2
阿迪达斯,2019-03-11,0302-0308旗店活跃PLxX加购,2
阿迪达斯,2019-03-11,0302-0308旗店非活PLxX加购,2
阿迪达斯,2019-03-11,0302-0308非店活跃PLxX加购,2
阿迪达斯,2019-03-11,0302-0308非店非活PLxX加购,2
阿迪达斯,2019-03-11,0302-0308非店AxX进店,2
阿迪达斯,2019-03-11,0302-0308深度AxX进店,2
阿迪达斯,2019-03-11,0302-0308浅度AxX进店,2
阿迪达斯,2019-03-11,0302-0308非店IxX进店,2
阿迪达斯,2019-03-11,0302-0308超级IxX进店,3
阿迪达斯,2019-03-11,0302-0308深度IxX进店,2
阿迪达斯,2019-03-11,0302-0308浅度IxX进店,2
阿迪达斯,2019-03-11,0302-0308旗店活跃PLxX进店,2
阿迪达斯,2019-03-11,0302-0308旗店非活PLxX进店,2
阿迪达斯,2019-03-11,0302-0308非店活跃PLxX进店,2
阿迪达斯,2019-03-11,0302-0308非店非活PLxX进店,2
阿迪达斯,2019-03-11,0308v1】全渠道A,2
阿迪达斯,2019-03-11,0308v3】非店之A,3
阿迪达斯,2019-03-11,0308v4】旗店深A,4
阿迪达斯,2019-03-11,0308v5】旗店浅A,4
阿迪达斯,2019-03-11,0308v6】全渠道I,2
阿迪达斯,2019-03-11,0308v8】非店之I,3
阿迪达斯,2019-03-11,0308v10】超I深I,5
阿迪达斯,2019-03-11,0308v11】超I浅I,5
阿迪达斯,2019-03-11,0308v13】非超I深I,5
阿迪达斯,2019-03-11,0308v14】非超I浅I,5
阿迪达斯,2019-03-11,0308v15】全部PL,1
阿迪达斯,2019-03-11,0308v17】旗店PL活跃,3
阿迪达斯,2019-03-11,0308v18】旗店PL非活,3
阿迪达斯,2019-03-11,0308v20】非店PL活跃,3
阿迪达斯,2019-03-11,0308v21】非店PL非活,3
Olay,2019-03-11,0228-0309非店AxX进店,2
Olay,2019-03-11,0228-0309深度AxX进店,2
Olay,2019-03-11,0228-0309浅度AxX进店,2
Olay,2019-03-11,0228-0309非店IxX进店,2
Olay,2019-03-11,0228-0309超级IxX进店,3
Olay,2019-03-11,0228-0309深度IxX进店,2
Olay,2019-03-11,0228-0309非店AxX进店,2
Olay,2019-03-11,0228-0309深度AxX进店,2
Olay,2019-03-11,0228-0309浅度AxX进店,2
Olay,2019-03-11,0228-0309非店IxX进店,2
Olay,2019-03-11,0228-0309超级IxX进店,3
Olay,2019-03-11,0228-0309深度IxX进店,2
Olay,2019-03-11,0228-0309浅度IxX进店,2
Olay,2019-03-11,0228-0309旗店活跃PLxX进店,2
Olay,2019-03-11,0228-0309旗店非活PLxX进店,2
Olay,2019-03-11,0228-0309非店活跃PLxX进店,2
Olay,2019-03-11,0228-0309非店非活PLxX进店,2
阿迪达斯,2019-03-11,0302-0308非店AxX购买,2
阿迪达斯,2019-03-11,0302-0308深度AxX购买,2
阿迪达斯,2019-03-11,0302-0308浅度AxX购买,2
阿迪达斯,2019-03-11,0302-0308非店IxX购买,2
阿迪达斯,2019-03-11,0302-0308超级IxX购买,3
阿迪达斯,2019-03-11,0302-0308深度IxX购买,2
阿迪达斯,2019-03-11,0302-0308浅度IxX购买,2
亚瑟士,2019-03-11,1020-1111【辅】进店ZDY,3
亚瑟士,2019-03-11,1019-1111非店AxX曝光,2
亚瑟士,2019-03-11,1019-1111深度AxX曝光,2
亚瑟士,2019-03-11,1019-1111浅度AxX曝光,2
亚瑟士,2019-03-11,1019-1111非店IxX曝光,2
亚瑟士,2019-03-11,1019-1111超级IxX曝光,3
亚瑟士,2019-03-11,1019-1111深度IxX曝光,2
亚瑟士,2019-03-11,1019-1111浅度IxX曝光,2
亚瑟士,2019-03-11,1019-1111旗店活跃PLxX曝光,2
亚瑟士,2019-03-11,1019-1111旗店非活PLxX曝光,2
亚瑟士,2019-03-11,1019-1111非店活跃PLxX曝光,2
亚瑟士,2019-03-11,1019-1111非店非活PLxX曝光,2
亚瑟士,2019-03-11,1019-1111非店AxX收藏,2
亚瑟士,2019-03-11,1019-1111深度AxX收藏,2
亚瑟士,2019-03-11,1019-1111浅度AxX收藏,2
亚瑟士,2019-03-11,1019-1111非店IxX收藏,2
亚瑟士,2019-03-11,1019-1111超级IxX收藏,3
亚瑟士,2019-03-11,1019-1111深度IxX收藏,2
亚瑟士,2019-03-11,1019-1111浅度IxX收藏,2
亚瑟士,2019-03-11,1019-1111旗店活跃PLxX收藏,2
亚瑟士,2019-03-11,1019-1111旗店非活PLxX收藏,2
亚瑟士,2019-03-11,1019-1111非店活跃PLxX收藏,2
亚瑟士,2019-03-11,1019-1111非店非活PLxX收藏,2
亚瑟士,2019-03-11,1019-1111非店AxX加购,2
亚瑟士,2019-03-11,1019-1111深度AxX加购,2
亚瑟士,2019-03-11,1019-1111浅度AxX加购,2
亚瑟士,2019-03-11,1019-1111非店IxX加购,2
亚瑟士,2019-03-11,1019-1111超级IxX加购,3
亚瑟士,2019-03-11,1019-1111深度IxX加购,2
亚瑟士,2019-03-11,1019-1111浅度IxX加购,2
亚瑟士,2019-03-11,1019-1111旗店活跃PLxX加购,2
亚瑟士,2019-03-11,1019-1111旗店非活PLxX加购,2
亚瑟士,2019-03-11,1019-1111非店活跃PLxX加购,2
亚瑟士,2019-03-11,1019-1111非店非活PLxX加购,2
亚瑟士,2019-03-11,1019-1111非店AxX进店,2
亚瑟士,2019-03-11,1019-1111深度AxX进店,2
亚瑟士,2019-03-11,1019-1111浅度AxX进店,2
亚瑟士,2019-03-11,1019-1111非店IxX进店,2
亚瑟士,2019-03-11,1019-1111超级IxX进店,3
亚瑟士,2019-03-11,1019-1111深度IxX进店,2
亚瑟士,2019-03-11,1019-1111浅度IxX进店,2
亚瑟士,2019-03-11,1019-1111旗店活跃PLxX进店,2
亚瑟士,2019-03-11,1019-1111旗店非活PLxX进店,2
亚瑟士,2019-03-11,1019-1111非店活跃PLxX进店,2
亚瑟士,2019-03-11,1019-1111非店非活PLxX进店,2
亚瑟士,2019-03-11,1019-1111非店AxX购买,2
亚瑟士,2019-03-11,1019-1111深度AxX购买,2
亚瑟士,2019-03-11,1019-1111浅度AxX购买,2
亚瑟士,2019-03-11,1019-1111非店IxX购买,2
亚瑟士,2019-03-11,1019-1111超级IxX购买,3
亚瑟士,2019-03-11,1019-1111深度IxX购买,2
亚瑟士,2019-03-11,1019-1111浅度IxX购买,2
亚瑟士,2019-03-11,1019-1111旗店活跃PLxX购买,2
亚瑟士,2019-03-11,1019-1111旗店非活PLxX购买,2
亚瑟士,2019-03-11,1019-1111非店活跃PLxX购买,2
亚瑟士,2019-03-11,1019-1111非店非活PLxX购买,2
阿迪达斯,2019-03-11,0302-0308非店AxX购买,2
阿迪达斯,2019-03-11,0302-0308非店AxX购买,2
阿迪达斯,2019-03-11,0302-0308深度AxX购买,2
阿迪达斯,2019-03-11,0302-0308浅度AxX购买,2
阿迪达斯,2019-03-11,0302-0308非店IxX购买,2
阿迪达斯,2019-03-11,0302-0308超级IxX购买,3
阿迪达斯,2019-03-11,0302-0308深度IxX购买,2
阿迪达斯,2019-03-11,0302-0308浅度IxX购买,2
阿迪达斯,2019-03-11,0302-0308旗店活跃PLxX购买,2
阿迪达斯,2019-03-11,0302-0308旗店非活PLxX购买,2
阿迪达斯,2019-03-11,0302-0308非店活跃PLxX购买,2
阿迪达斯,2019-03-11,0302-0308非店非活PLxX购买,2
艾维诺,2019-03-11,0302国际【辅】旗店深A行为,10
艾维诺,2019-03-11,0302国际【辅】旗店深A行为,10
艾维诺,2019-03-11,0302国际【辅】旗舰店A行为,10
艾维诺,2019-03-11,0302国际【辅】旗舰店I行为,3
艾维诺,2019-03-11,0302国际【辅】超级用户,4
艾维诺,2019-03-11,0302国际【辅】活跃ZDY,17
艾维诺,2019-03-11,0302国际v1】全渠道A,2
艾维诺,2019-03-11,0302旗舰【辅】旗店深A行为,9
艾维诺,2019-03-11,0302旗舰【辅】旗舰店A行为,8
艾维诺,2019-03-11,0302旗舰【辅】旗舰店I行为,3
艾维诺,2019-03-11,0302旗舰【辅】超级用户,4
艾维诺,2019-03-11,0302旗舰【辅】活跃ZDY,17
Swisse,2019-03-11,0310【辅】旗店深A行为,6
Swisse,2019-03-11,0310【辅】旗舰店A行为,8
Swisse,2019-03-11,0310【辅】旗舰店I行为,3
Swisse,2019-03-11,0310【辅】超级用户,2
Swisse,2019-03-11,0310【辅】活跃ZDY,17
Swisse,2019-03-11,0310v1】全渠道A,2
Swisse,2019-03-11,0310v3】非店之A,3
Swisse,2019-03-11,0310v4】旗店深A,4
Swisse,2019-03-11,0310v5】旗店浅A,4
Swisse,2019-03-11,0310v6】全渠道I,2
Swisse,2019-03-11,0310v8】非店之I,3
Swisse,2019-03-11,0310v10】超I深I,5
Swisse,2019-03-11,0310v11】超I浅I,5
Swisse,2019-03-11,0310v13】非超I深I,5
Swisse,2019-03-11,0310v14】非超I浅I,5
Swisse,2019-03-11,0310v15】全部PL,1
Swisse,2019-03-11,0310v17】旗店PL活跃,3
Swisse,2019-03-11,0310v18】旗店PL非活,3
Swisse,2019-03-11,0310v20】非店PL活跃,3
Swisse,2019-03-11,0310v21】非店PL非活,3
艾维诺,2019-03-11,0302v3】非店之A,3
艾维诺,2019-03-11,0302v4】旗店深A,4
艾维诺,2019-03-11,0302v5】旗店浅A,4
艾维诺,2019-03-11,0302v8】非店之I,3
艾维诺,2019-03-11,0302v10】超I深I,5
艾维诺,2019-03-11,0302v11】超I浅I,5
艾维诺,2019-03-11,0302v13】非超I深I,5
艾维诺,2019-03-11,0302v14】非超I浅I,5
艾维诺,2019-03-11,0302v17】旗店PL活跃,3
艾维诺,2019-03-11,0302v18】旗店PL非活,3
艾维诺,2019-03-11,0302v20】非店PL活跃,3
艾维诺,2019-03-11,0302v21】非店PL非活,3
艾维诺,2019-03-11,0303-0306【辅】进店ZDY,3
艾维诺,2019-03-11,0302-0306非店AxX曝光,2
艾维诺,2019-03-11,0302-0306深度AxX曝光,2
艾维诺,2019-03-11,0302-0306浅度AxX曝光,2
艾维诺,2019-03-11,0302-0306非店IxX曝光,2
艾维诺,2019-03-11,0302-0306超级IxX曝光,3
艾维诺,2019-03-11,0302-0306深度IxX曝光,2
艾维诺,2019-03-11,0302-0306浅度IxX曝光,2
艾维诺,2019-03-11,0302-0306旗店活跃PLxX曝光,2
艾维诺,2019-03-11,0302-0306旗店非活PLxX曝光,2
艾维诺,2019-03-11,0302-0306非店活跃PLxX曝光,2
艾维诺,2019-03-11,0302-0306非店非活PLxX曝光,2
艾维诺,2019-03-11,0302-0306非店AxX收藏,2
艾维诺,2019-03-11,0302-0306深度AxX收藏,2
艾维诺,2019-03-11,0302-0306浅度AxX收藏,2
艾维诺,2019-03-11,0302-0306非店IxX收藏,2
艾维诺,2019-03-11,0302-0306超级IxX收藏,3
艾维诺,2019-03-11,0302-0306深度IxX收藏,2
艾维诺,2019-03-11,0302-0306浅度IxX收藏,2
艾维诺,2019-03-11,0302-0306旗店活跃PLxX收藏,2
艾维诺,2019-03-11,0302-0306旗店非活PLxX收藏,2
艾维诺,2019-03-11,0302-0306非店活跃PLxX收藏,2
艾维诺,2019-03-11,0302-0306非店非活PLxX收藏,2
艾维诺,2019-03-11,0302-0306非店AxX加购,2
艾维诺,2019-03-11,0302-0306深度AxX加购,2
艾维诺,2019-03-11,0302-0306浅度AxX加购,2
艾维诺,2019-03-11,0302-0306非店IxX加购,2
艾维诺,2019-03-11,0302-0306超级IxX加购,3
艾维诺,2019-03-11,0302-0306深度IxX加购,2
艾维诺,2019-03-11,0302-0306浅度IxX加购,2
艾维诺,2019-03-11,0302-0306旗店活跃PLxX加购,2
艾维诺,2019-03-11,0302-0306旗店非活PLxX加购,2
艾维诺,2019-03-11,0302-0306非店活跃PLxX加购,2
艾维诺,2019-03-11,0302-0306非店非活PLxX加购,2
艾维诺,2019-03-11,0302-0306非店AxX进店,2
艾维诺,2019-03-11,0302-0306深度AxX进店,2
艾维诺,2019-03-11,0302-0306浅度AxX进店,2
艾维诺,2019-03-11,0302-0306非店IxX进店,2
艾维诺,2019-03-11,0302-0306超级IxX进店,3
艾维诺,2019-03-11,0302-0306深度IxX进店,2
艾维诺,2019-03-11,0302-0306浅度IxX进店,2
艾维诺,2019-03-11,0302-0306旗店活跃PLxX进店,2
艾维诺,2019-03-11,0302-0306旗店非活PLxX进店,2
艾维诺,2019-03-11,0302-0306非店活跃PLxX进店,2
艾维诺,2019-03-11,0302-0306非店非活PLxX进店,2
艾维诺,2019-03-12,旗 302【辅】旗店深A行为,9
艾维诺,2019-03-12,旗 302【辅】旗舰店A行为,8
艾维诺,2019-03-12,旗 302【辅】旗舰店I行为,3
艾维诺,2019-03-12,旗 302【辅】超级用户,4
艾维诺,2019-03-12,旗 302【辅】活跃ZDY,17
艾维诺,2019-03-12,旗 302v3】非店之A,3
艾维诺,2019-03-12,旗 302v4】旗店深A,4
艾维诺,2019-03-12,旗 302v5】旗店浅A,4
艾维诺,2019-03-12,旗 302v3】非店之A,3
艾维诺,2019-03-12,旗 302v4】旗店深A,4
艾维诺,2019-03-12,旗 302v5】旗店浅A,4
艾维诺,2019-03-12,旗 302v8】非店之I,3
艾维诺,2019-03-12,旗 302v10】超I深I,5
艾维诺,2019-03-12,旗 302v11】超I浅I,5
艾维诺,2019-03-12,旗 302v13】非超I深I,5
艾维诺,2019-03-12,旗 302v14】非超I浅I,5
艾维诺,2019-03-12,旗 302v17】旗店PL活跃,3
艾维诺,2019-03-12,旗 302v18】旗店PL非活,3
艾维诺,2019-03-12,旗 302v20】非店PL活跃,3
艾维诺,2019-03-12,旗 302v21】非店PL非活,3
艾维诺,2019-03-12,旗 303-旗 306【辅】进店ZDY,3
艾维诺,2019-03-12,旗 302-旗 306非店AxX曝光,2
艾维诺,2019-03-12,旗 302-旗 306深度AxX曝光,2
艾维诺,2019-03-12,旗 302-旗 306浅度AxX曝光,2
艾维诺,2019-03-12,旗 302-旗 306非店IxX曝光,2
艾维诺,2019-03-12,旗 303-旗 306【辅】进店ZDY,3
艾维诺,2019-03-12,旗 303-旗 306【辅】进店ZDY,3
艾维诺,2019-03-12,旗 302-旗 306非店AxX曝光,2
艾维诺,2019-03-12,旗 303-旗 306【辅】进店ZDY,3
艾维诺,2019-03-12,旗 302-旗 306非店AxX曝光,2
艾维诺,2019-03-12,旗 302-旗 306深度AxX曝光,2
艾维诺,2019-03-12,旗 302-旗 306浅度AxX曝光,2
艾维诺,2019-03-12,旗 302-旗 306非店IxX曝光,2
艾维诺,2019-03-12,旗 302-旗 306超级IxX曝光,3
艾维诺,2019-03-12,旗 302-旗 306深度IxX曝光,2
艾维诺,2019-03-12,旗 302-旗 306浅度IxX曝光,2
艾维诺,2019-03-12,旗 302-旗 306旗店活跃PLxX曝光,2
艾维诺,2019-03-12,旗 302-旗 306旗店非活PLxX曝光,2
艾维诺,2019-03-12,旗 302-旗 306非店活跃PLxX曝光,2
艾维诺,2019-03-12,旗 302-旗 306非店非活PLxX曝光,2
艾维诺,2019-03-12,旗 302-旗 306非店AxX收藏,2
艾维诺,2019-03-12,旗 302-旗 306深度AxX收藏,2
艾维诺,2019-03-12,旗 302-旗 306浅度AxX收藏,2
艾维诺,2019-03-12,旗 302-旗 306非店IxX收藏,2
艾维诺,2019-03-12,旗 302-旗 306超级IxX收藏,3
艾维诺,2019-03-12,旗 302-旗 306深度IxX收藏,2
艾维诺,2019-03-12,旗 302-旗 306浅度IxX收藏,2
艾维诺,2019-03-12,旗 302-旗 306旗店活跃PLxX收藏,2
艾维诺,2019-03-12,旗 302-旗 306旗店非活PLxX收藏,2
艾维诺,2019-03-12,旗 302-旗 306非店活跃PLxX收藏,2
艾维诺,2019-03-12,旗 302-旗 306非店非活PLxX收藏,2
艾维诺,2019-03-12,旗 302-旗 306非店AxX加购,2
艾维诺,2019-03-12,旗 302-旗 306深度AxX加购,2
艾维诺,2019-03-12,旗 302-旗 306浅度AxX加购,2
艾维诺,2019-03-12,旗 302-旗 306非店IxX加购,2
艾维诺,2019-03-12,旗 302-旗 306超级IxX加购,3
艾维诺,2019-03-12,旗 302-旗 306深度IxX加购,2
艾维诺,2019-03-12,旗 302-旗 306浅度IxX加购,2
艾维诺,2019-03-12,旗 302-旗 306旗店活跃PLxX加购,2
艾维诺,2019-03-12,旗 302-旗 306旗店非活PLxX加购,2
艾维诺,2019-03-12,旗 302-旗 306非店活跃PLxX加购,2
艾维诺,2019-03-12,旗 302-旗 306非店非活PLxX加购,2
艾维诺,2019-03-12,旗 302-旗 306非店AxX进店,2
艾维诺,2019-03-12,旗 302-旗 306深度AxX进店,2
艾维诺,2019-03-12,旗 302-旗 306浅度AxX进店,2
艾维诺,2019-03-12,旗 302-旗 306非店IxX进店,2
艾维诺,2019-03-12,旗 302-旗 306超级IxX进店,3
艾维诺,2019-03-12,旗 302-旗 306深度IxX进店,2
艾维诺,2019-03-12,旗 302-旗 306浅度IxX进店,2
艾维诺,2019-03-12,旗 302-旗 306旗店活跃PLxX进店,2
艾维诺,2019-03-12,旗 302-旗 306旗店非活PLxX进店,2
艾维诺,2019-03-12,旗 302-旗 306非店活跃PLxX进店,2
艾维诺,2019-03-12,旗 302-旗 306非店AxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 306深度AxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 306浅度AxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 306非店IxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 306超级IxX预售购买,3
艾维诺,2019-03-12,旗 302-旗 306深度IxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 306浅度IxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 306旗店活跃PLxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 306旗店非活PLxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 306非店活跃PLxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 306非店非活PLxX预售购买,2
艾维诺,2019-03-12,旗 307-旗 309【辅】进店ZDY,3
艾维诺,2019-03-12,旗 302-旗 309非店AxX曝光,2
艾维诺,2019-03-12,旗 302-旗 309深度AxX曝光,2
艾维诺,2019-03-12,旗 302-旗 309浅度AxX曝光,2
艾维诺,2019-03-12,旗 302-旗 309非店IxX曝光,2
艾维诺,2019-03-12,旗 302-旗 309超级IxX曝光,3
艾维诺,2019-03-12,旗 302-旗 309深度IxX曝光,2
艾维诺,2019-03-12,旗 302-旗 309浅度IxX曝光,2
艾维诺,2019-03-12,旗 302-旗 309旗店活跃PLxX曝光,2
艾维诺,2019-03-12,旗 302-旗 309旗店非活PLxX曝光,2
艾维诺,2019-03-12,旗 302-旗 309非店活跃PLxX曝光,2
艾维诺,2019-03-12,旗 302-旗 309非店非活PLxX曝光,2
艾维诺,2019-03-12,旗 302-旗 309非店AxX收藏,2
艾维诺,2019-03-12,旗 302-旗 309深度AxX收藏,2
艾维诺,2019-03-12,旗 302-旗 309浅度AxX收藏,2
艾维诺,2019-03-12,旗 302-旗 309非店IxX收藏,2
艾维诺,2019-03-12,旗 302-旗 309超级IxX收藏,3
艾维诺,2019-03-12,旗 302-旗 309深度IxX收藏,2
艾维诺,2019-03-12,旗 302-旗 309浅度IxX收藏,2
艾维诺,2019-03-12,旗 302-旗 309旗店活跃PLxX收藏,2
艾维诺,2019-03-12,旗 302-旗 309旗店非活PLxX收藏,2
艾维诺,2019-03-12,旗 302-旗 309非店活跃PLxX收藏,2
艾维诺,2019-03-12,旗 302-旗 309非店非活PLxX收藏,2
艾维诺,2019-03-12,旗 302-旗 309非店AxX加购,2
艾维诺,2019-03-12,旗 302-旗 309深度AxX加购,2
艾维诺,2019-03-12,旗 302-旗 309浅度AxX加购,2
艾维诺,2019-03-12,旗 302-旗 309非店IxX加购,2
艾维诺,2019-03-12,旗 302-旗 309超级IxX加购,3
艾维诺,2019-03-12,旗 302-旗 309深度IxX加购,2
艾维诺,2019-03-12,旗 302-旗 309浅度IxX加购,2
艾维诺,2019-03-12,旗 302-旗 309旗店活跃PLxX加购,2
艾维诺,2019-03-12,旗 302-旗 309旗店非活PLxX加购,2
艾维诺,2019-03-12,旗 302-旗 309非店活跃PLxX加购,2
艾维诺,2019-03-12,旗 302-旗 309非店非活PLxX加购,2
艾维诺,2019-03-12,旗 302-旗 309非店AxX进店,2
艾维诺,2019-03-12,旗 302-旗 309深度AxX进店,2
艾维诺,2019-03-12,旗 302-旗 309浅度AxX进店,2
艾维诺,2019-03-12,旗 302-旗 309非店AxX进店,2
艾维诺,2019-03-12,旗 302-旗 309深度AxX进店,2
艾维诺,2019-03-12,旗 302-旗 309浅度AxX进店,2
艾维诺,2019-03-12,旗 302-旗 309非店IxX进店,2
艾维诺,2019-03-12,旗 302-旗 309超级IxX进店,3
艾维诺,2019-03-12,旗 302-旗 309深度IxX进店,2
艾维诺,2019-03-12,旗 302-旗 309浅度IxX进店,2
艾维诺,2019-03-12,旗 302-旗 309旗店活跃PLxX进店,2
艾维诺,2019-03-12,旗 302-旗 309旗店非活PLxX进店,2
艾维诺,2019-03-12,旗 302-旗 309非店活跃PLxX进店,2
艾维诺,2019-03-12,旗 302-旗 309非店非活PLxX进店,2
艾维诺,2019-03-12,旗 302-旗 309非店AxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 309深度AxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 309浅度AxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 309非店IxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 309超级IxX预售购买,3
艾维诺,2019-03-12,旗 302-旗 309深度IxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 309浅度IxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 309旗店活跃PLxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 309旗店非活PLxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 309非店活跃PLxX预售购买,2
艾维诺,2019-03-12,旗 302-旗 309非店非活PLxX预售购买,2
雅培,2019-03-12,0309【辅】旗店深A行为,6
雅培,2019-03-12,0309【辅】旗舰店A行为,10
雅培,2019-03-12,0309【辅】旗舰店I行为,3
雅培,2019-03-12,0309【辅】超级用户,4
雅培,2019-03-12,0309【辅】活跃ZDY,17
雅培,2019-03-12,0309v3】非店之A,3
雅培,2019-03-12,0309v4】旗店深A,4
雅培,2019-03-12,0309v5】旗店浅A,4
雅培,2019-03-12,0309v8】非店之I,3
雅培,2019-03-12,0309v10】超I深I,5
雅培,2019-03-12,0309v11】超I浅I,5
雅培,2019-03-12,0309v13】非超I深I,5
雅培,2019-03-12,0309v14】非超I浅I,5
雅培,2019-03-12,0309v17】旗店PL活跃,3
雅培,2019-03-12,0309v18】旗店PL非活,3
雅培,2019-03-12,0309v20】非店PL活跃,3
雅培,2019-03-12,0309v21】非店PL非活,3
亚瑟士,2019-03-12, 303【辅】旗店深A行为,6
亚瑟士,2019-03-12, 303【辅】旗店深A行为,6
亚瑟士,2019-03-12, 303【辅】旗舰店A行为,8
亚瑟士,2019-03-12, 303【辅】旗舰店I行为,3
亚瑟士,2019-03-12, 303【辅】超级用户,4
亚瑟士,2019-03-12, 303【辅】活跃ZDY,17
维多利亚的秘密,2019-03-13,0306【辅】旗店深A行为,7
维多利亚的秘密,2019-03-13,0306【辅】旗舰店A行为,10
维多利亚的秘密,2019-03-13,0306【辅】旗舰店I行为,3
维多利亚的秘密,2019-03-13,0306【辅】旗店深A行为,7
维多利亚的秘密,2019-03-13,0306【辅】旗舰店A行为,10
维多利亚的秘密,2019-03-13,0306【辅】旗舰店I行为,3
维多利亚的秘密,2019-03-13,0306【辅】超级用户,2
维多利亚的秘密,2019-03-13,0306【辅】活跃ZDY,17
维多利亚的秘密,2019-03-13,0112【辅】旗店深A行为,7
维多利亚的秘密,2019-03-13,0112【辅】旗店深A行为,7
维多利亚的秘密,2019-03-13,0112【辅】旗舰店A行为,10
维多利亚的秘密,2019-03-13,0112【辅】旗舰店I行为,3
维多利亚的秘密,2019-03-13,0112【辅】超级用户,2
维多利亚的秘密,2019-03-13,0112【辅】活跃ZDY,17
维多利亚的秘密,2019-03-13,0306v3】非店之A,3
维多利亚的秘密,2019-03-13,0306v4】旗店深A,4
维多利亚的秘密,2019-03-13,0306v5】旗店浅A,4
维多利亚的秘密,2019-03-13,0306v8】非店之I,3
维多利亚的秘密,2019-03-13,0306v10】超I深I,5
维多利亚的秘密,2019-03-13,0306v11】超I浅I,5
维多利亚的秘密,2019-03-13,0306v13】非超I深I,5
维多利亚的秘密,2019-03-13,0306v14】非超I浅I,5
维多利亚的秘密,2019-03-13,0306v17】旗店PL活跃,3
维多利亚的秘密,2019-03-13,0306v18】旗店PL非活,3
维多利亚的秘密,2019-03-13,0306v20】非店PL活跃,3
维多利亚的秘密,2019-03-13,0306v21】非店PL非活,3
维多利亚的秘密,2019-03-13,0112v3】非店之A,3
维多利亚的秘密,2019-03-13,0112v4】旗店深A,4
维多利亚的秘密,2019-03-13,0112v5】旗店浅A,4
维多利亚的秘密,2019-03-13,0112v8】非店之I,3
维多利亚的秘密,2019-03-13,0112v10】超I深I,5
